"Ramo              ";"Razao             ";"Endereco          ";"Bairro            ";"CEP               ";"Cidade            ";"UF                ";"Contato           ";"Funcionarios      ";"Telefone          ";"Fax               ";"Site              ";"E-mail            ";"Produtos          "
"CALCADOS ";" IND. E COM. DE CALÇADOS PEÃO LTDA. ";" R. João Andrade Filho, 240 ";" Pq. Itaipú ";" 18900-000 ";" Santa Cruz do Rio Pardo ";" SP ";" ";" ";" (0xx14) 3372-5151 ";" (0xx14) 3372-1706 ";" www.calcadospeao.com.br ";" peao@argon.com.br ";" Calçados masculinos, femininos e infantis. "
"PLASTICOS ";" SULPRINT EMBALAGENS INDL. ";" R. Pe. Amstad, 388 ";" Universitário ";" 96815-680 ";" Santa Cruz do Sul ";" RS ";" Dir. Exec.: Paulo Fernando Binz ";100;" (0xx51) 3717-1300 ";" (0xx51) 3717-1300 ";" www.sulprint.com.br ";" compras@sulprint.com.br ";" Embalagem gravuras para bala e bolachas. "
"PLASTICOS ";" XALINGO S/A.- IND. E COM. ";" Rod. BR 471, Km 129 ";" Distr. Industrial ";" 96835-640 ";" Santa Cruz do Sul ";" RS ";" Dir. Coml.: Milton Walter Maas ";300;" (0xx51) 3719-1688 ";" (0xx51) 3719-1009 ";" www.xalingo.com.br ";" xalingo@xalingo.com.br ";" Brinquedos e jogos pedagógicos; "
"BORRACHA ";" MERCUR S/A. ";" R. Cristovão Colombo, 105 ";" Centro ";" 96825-010 ";" Santa Cruz do Sul ";" RS ";" Ger. Vendas: Fabio Bertoglio ";500;" (0xx51) 3715-1611 ";" (0xx51) 3715-2511 ";" www.mercur.com.br ";" mercur@mercur.com.br ";" Borracha de apagar; bola de borracha câmaras; elásticos de borracha; plastifolha; lençóes de borracha; "
"TEXTIL E VESTUARIO ";" YOGA CONFECÇÕES LTDA. ";" Av. Grandes Lagos, 189 ";" Dist. Indl.II ";" 15775-000 ";" Santa Fé do Sul ";" SP ";" Cont. Coml.: Esmarlei Melfi ";" ";" (0xx17) 3631-3126 ";" (0xx17) 3631-3128 ";" www.yoga.ind.br ";" yoga@yoga.ind.br ";" Malhas compressivas indicadas nas cirurgias plásticas em geral, estética e reparadora; coletes, soutiens, cintas, meias,faixas abdominais; "
"METALURGICA ";" ISOTERM IND. E COM. DE EMBALAGENS LTDA. ";" Rod. Washington Luiz, Km 168 ";" ";" 13510-970 ";" Santa Gertrudes ";" SP ";" Dir. Coml.: Nilton Luis Paslon ";" ";" (0xx19) 3545-8900 ";" (0xx19) 3545-1093 ";" www.asoterm.com.br ";" embalagens@isoterm.com.br ";" Bandejas semeadoras, caixas térmicas, porta cerveja, latas,mamadeiras, pranchas de natação. "
"TEXTIL E VESTUARIO ";" IND. E COM. DE CONFECÇÕES IDEAL ";" Av. São José, 165 ";" Jd. Luciana ";" 13510-000 ";" Santa Gertrudes ";" SP ";" Dirª Coml.: Roseli Godoy ";40;" (0xx19) 3545-1186 ";" (0xx19) 3545-1186 ";"  ";"  ";" Calças masculinas e femininas, bermudas e saias. "
"CONSTRUCAO CIVIL ";" ACRO IND. DE PISOS LTDA. ";" Av. 15, 124 ";" ";" 13510-970 ";" Santa Gertrudes ";" SP ";" Dir. Coml.: Afonso José Cattai ";" ";" (0xx19) 3545-8500 ";" (0xx19) 3545-8550 ";" www.acroceramica.com.br ";" acro@linkway.com.br ";" Listelos; pisos; revestimentos; tozzetos; "
"CONSTRUCAO CIVIL ";" BUSCHINELLI & CIA LTDA. ";" Av. Rêmolo Tonon, 726 ";" ";" 13510-000 ";" Santa Gertrudes ";" SP ";" Dir. Coml.: Vinicius Buschinelli ";" ";" (0xx19) 3545-9999 ";" (0xx19) 3545-9999 ";" www.buschinelli.com.br ";" compras@buschinelli.com.br ";" Revestimentos; azulejos; pisos; "
"CONSTRUCAO CIVIL ";" CERÂMICA BUSCHINELLI LTDA. ";" Rod. Washington Luis, KM 168 ";" ";" 13510-970 ";" Santa Gertrudes ";" SP ";" Cont. Coml.: Alfredo Carvalho Dias ";" ";" (0xx19) 3545-9599 ";" (0xx19) 3545-1621 ";" www.lineart.com.br ";" mkt@lineart.com.br ";" Acabamentos p/ piscinas; cenefa; cordão; faixas; filete; listelos; mosaicos; resinas; rodapé; tozzetos; "
"CONSTRUCAO CIVIL ";" CERÂMICA BUSCHINELLI LTDA. ";" R. 01, s/nº ";" ";" 13511-000 ";" Santa Gertrudes ";" SP ";" ";" ";" (0xx19) 3545-9000 ";" (0xx19) 3545-9030 ";" www.villagres.com.br ";" compras@villagres.com.br ";" Azulejos; faixas; pisos; revestimentos; tozzetos; "
"CONSTRUCAO CIVIL ";" CERÂMICA SANTA GERTRUDES LTDA. ";" Rod. Washington Luis, Km 168 ";" ";" 13510-000 ";" Santa Gertrudes ";" SP ";" ";" ";" (0xx19) 3545-9300 ";" (0xx19) 3545-1344 ";" www.gruposantagertrudes.com.br ";" compras@gruposantagertrudes.com.br ";" Revestimentos de pisos; "
"CONSTRUCAO CIVIL ";" DECALTEC DECALQUES TÉCNICOS LTDA. ";" Av. Luiz Hubner Breda, 19 ";" Jd. Bonsucesso ";" 13510-000 ";" Santa Gertrudes ";" SP ";" ";" ";" (0xx19) 3545-1871 ";" (0xx19) 3545-1871 ";" www.decaltec.com.br ";" decaltec@decaltec.com.br ";" Cantoneiras; faixas; listelos; "
"CONSTRUCAO CIVIL ";" SMALTCOLOR IND. E COM. DE PISOS LTDA. ";" Estr. Sta. Gertrudes À Iracemapolis, s/nº-KM0,5 ";" ";" 13510-970 ";" Santa Gertrudes ";" SP ";" ";" ";" (0xx19) 3545-8550 ";" (0xx19) 3545-1464 ";" www.smaltcolor.com.br ";" smaltcolor@uol.com.br ";" Pisos; revestimentos; "
"METALURGICA ";" REBIMETAL IND. DE REBITES LTDA. ";" Estr. Santa Isabel/Igaratá Km 68,2, s/nº ";" Varadouro ";" 07500-970 ";" Santa Isabel ";" SP ";" Dir. Coml.: Célio Tranquitela ";70;" (0xx11) 4656-1619 ";" (0xx11) 4656-1619 ";"  ";" rebimetal@globo.com ";" Rebites de repuxo e rebitadores; "
"TEXTIL E VESTUARIO ";" PELICAN TÊXTIL S/A. ";" R. Pres. Castelo Branco, 100 ";" Varadouro ";" 07500-970 ";" Santa Isabel ";" SP ";" Dir. Pres.: Michael Alexandre Kunath ";170;" (0xx11) 4657-7600/4656-2122 ";" (0xx11) 4656-2122 ";" www.pelicantextil.com.br ";" atendimento@pelicantextil.com.br ";" Matéria prima p/ pelúcia; "
"COURO ";" VIC CONFECÇÃO DE BOLSAS LTDA. ";" Av. Cel. Bertoldo, 1435 ";" Morro Grande ";" 07500-000 ";" Santa Isabel ";" SP ";" ";" ";" (0xx11) 4657-2816 ";" (0xx11) 4657-2560 ";" www.villabolsa.com.br ";" villabolsa@villabolsa.com.br ";" Bolsas femininas; "
"MOVEIS E MADEIRA ";" MÓVEIS TEPERMAN LTDA. ";" R. Leopoldo da Cunha Lima, 235 ";" Centro ";" 07500-000 ";" Santa Isabel ";" SP ";" Ger. Geral: Ricardo Lenz ";200;" (0xx11) 4657-7750/4656-1866 ";" (0xx11) 4656-4141 ";" www.moveisteperman.com.br ";" teperman@teperman.com.br ";"  "
"CONSTRUCAO CIVIL ";" CANTEIRO- CONSTRS. RACIONALIZADAS LTDA. ";" R. América, 200 ";" Pq. São Benedito ";" 07500-000 ";" Santa Isabel ";" SP ";" Dir. Coml.: Sérgio Boff ";50;" (0xx11) 4656-4766 ";" (0xx11) 4656-4766 ";" www.canteiro.com.br ";" info@canteiro.com.br ";" Construção de canteiros de obras; "
"ELETRO ELETRONICA ";" SERTA TRANSFORMADORES LTDA ";" Av. das Industriais, 3.056 ";" Bicas ";" 33040-130 ";" Santa Luzia ";" MG ";" Dir. Pres.: Carlos Alberto Parrilo Calixto ";" ";" (0xx31) 2102-4800 ";" (0xx31) 210248035 ";" www.sertatransformadores.com.br ";" sertapena@uol.com.br ";" Transformador de corrente indl.; transformador de potencialindl.; transformadores diversos; "
"NAÚTICA ";" EPEX LTDA. ";" R. C, 50 ";" Dist. Indl. Simão da ";" 33010-970 ";" Santa Luzia ";" MG ";" Dir. Coml.: José Carlos Godstein ";50;" (0xx31) 3691-1222 ";" (0xx31) 3691-1300 ";" www.epex.com.br ";" epex@epex.com.br ";" Filtros; eletrobombas; bocais; ralos e grelhas p/piscinas; rolos aspiradores; "
"ELETRO ELETRONICA ";" TSM TELECOMUNICAÇÕES DO BRASIL LTDA. ";" Rod. RTS-287. Nº 9900 ";" camobi ";" 97105-030 ";" Santa Maria ";" RS ";" Dir. Pres.: Wagner Benayon Marzall ";" ";" (0xx55) 226-1961 ";" (0xx55) 226-1785 ";" www.tsm.com.br ";" compras@tsm.com.br ";" Aquecedor; misturador de água; "
"EDITORA E GRAFICA ";" EDITORA DA UNIV. FEDERAL DE STA. MARIA ";" Prédio da Biblioteca Central - sl.203 - térreo - ";" Camobi ";" 97105-900 ";" Santa Maria ";" RS ";" Dir. Pres.: Vitor Otávio ";" ";" (0xx55) 220-8115 ";" (0xx55) 226-2166 ";" www.ufsm.br ";" editora@ctlab.ufsm.br ";"  "
"MECANICA ";" CLUNE PEÇAS AGROINDUSTRIAIS LTDA. ";" R. São Lucas, 792 ";" Jd. Bom Jesus ";" 17370-000 ";" Santa Maria da Serra ";" SP ";" Dir. Coml.: Paulo Rodrigues das Neves ";" ";" (0xx19) 3487-1513/1361 ";" (0xx19) 3487-1366 ";" www.clune.com.br ";" clune@clune.com.br ";" Embreagem Pneumática; "
"ELETRO ELETRONICA ";" FINATEL-INST. NACION. DE TELECOMUNICAÇÕES ";" Av. João de Camargo, 510 ";" Centro ";" 37540-000 ";" Santa Rita do Sapucaí ";" MG ";" Dir. Exec.: Wander Wilson Chaves ";" ";" (0xx35) 3471-9200 ";" (0xx35) 3471-9314 ";" www.inatel.br ";" inatel@inatel.br ";" Pesquisa em TV Digital; desenvolvimento de software; pós graduação; treinamento; projetos e consultoria; ensaios e calibração; "
"ELETRO ELETRONICA ";" LEUCOTRON EQUIPS. LTDA. ";" R. Jorge Dionísio Barbosa, 312 ";" Novo Horizonte ";" 37540-000 ";" Santa Rita do Sapucaí ";" MG ";" Dir. Coml.: Antônio Cláudio Oliveira ";105;" (0xx35) 3471-9500/9540 ";" (0xx35) 3471-9550 ";" www.leucotron.com.br ";" atende@leucotron.com.br ";" PABX digital, contadores diferenciais de células, multi-timer e agitador. "
"ALIMENTICIA ";" USINA SANTA RITA S/A. - AÇÚCAR E ÁLCOOL ";" Via Anhanguera, KM 245 - cxp. 59 ";" ";" 13670-970 ";" Santa Rita Passa Quatro ";" SP ";" Ger. Indl.: João M. Packer ";10000;" (0xx19) 3584-9000 ";" (0xx19) 3584-9000 ";"  ";"  ";" Açúcar e álcool; "
"PLASTICOS ";" NIG IND. DE BRINQUEDOS LTDA. ";" Trevo da Rodovia SP, 332 ";" Industrial ";" 14270-000 ";" Santa Rosa de Viterbo ";" SP ";" Dir. Coml.: Roberto Cardena ";50;" (0xx16) 3954-2221 ";" (0xx16) 3954-2223 ";" www.nigbrinquedos.com.br ";" representante@nigbrinquedos.com.br ";" Brinquedos cartonados, de plástico, de corda, de fricção, para ar livre, educativos, miniaturas, jogos, quebra-cabeça etrens; "
"METALURGICA ";" 3 J IND. E COM. DE FACAS LTDA. ";" R. Olavio Baldessar, 111 ";" Dist. Indl. ";" 85875-000 ";" Santa Terezinha de Itaipu ";" PR ";" ";" ";" (0xx45) 541-1345 ";" (0xx45) 541-1345 ";" www.pazpazini.com.br ";" pazpazini@pazpazini.com.br ";" Facas; "
"MECANICA ";" METALÚRGICA MUTINGA LTDA. ";" R. Goiás, 589 ";" Chácara do Solar ";" 06530-040 ";" Santana de Parnaiba ";" SP ";" Dir. Coml.: Daniel Sin ";" ";" (0xx11) 4156-6000 ";" (0xx11) 4156-5999 ";" www.mutinga.com.br ";" mutinga@mutinga.com.br ";" Máqs. multiagulhas; máqs. de cortar tecidos; serviços de usinagem em geral; "
"COSMÉTICOS ";" ORGÂNICA IND. E COM. DE PRODS. NATUR. LTDA. ";" R. dos Estados, 235 ";" V. Indl. ";" 06516-310 ";" Santana de Parnaiba ";" SP ";" Dir. Coml.: Celso Batista ";30;" (0xx11) 4151-1400/3872-2239 ";" (0xx11) 4151-2505 ";" www.organicas.com.br ";" organica@organicas.com.br ";" Luvas vegetais; lixas p/ os pés e unhas; separadores de dedos; touca p/ banho; "
"PLASTICOS ";" PLASCONY IND. DE PLÁSTICOS LTDA. ";" R. Gabriel Jorge Salomão, 1133 ";" Chácara do Solar ";" 06530-005 ";" Santana de Parnaiba ";" SP ";" Ger. Vendas: Fred ";100;" (0xx11) 4156-3721 ";" (0xx11) 4705-3356/3330 ";" www.plascony.com.br ";" compras@plascony.com.br ";" Laminados em polipropileno em diversas texturas; expessurase cores; "
"BORRACHA ";" ÁCREVEA PRODS. DE BORRACHA LTDA. ";" R. Florianópolis, 41 ";" Fazendinha ";" 06529-230 ";" Santana de Parnaiba ";" SP ";" ";" ";" (0xx11) 4156-4134 ";" (0xx11) 4156-4136 ";" www.acrevea.com.br ";"  ";" Fabricação e desenvolvimento de peças indis. sob desenho ouamostra; "
"BORRACHA ";" PNECAP RECAUCHUTAGEM DE PNEUS LTDA. ";" Estrada Tenente Marques, 5810 ";" ";" 06530-001 ";" Santana de Parnaiba ";" SP ";" ";" ";" (0xx11) 4156-3223 ";" (0xx11) 4156-3223 ";" www.pnecap.com.br ";"  ";" Recalchutagem de pneus; assist. técnica e manutenção de máqus. de recalchutagem de pneus; "
"EDITORA E GRAFICA ";" ANTILHAS GRÁFICA E EMBALAGENS LTDA. ";" Alameda Antilhas, 140 ";" Polo Indl. Tamboré ";" 06544-080 ";" Santana de Parnaiba ";" SP ";" Dir. Coml.: Mauricio Montoro Groke ";360;" (0xx11) 4152-1100 ";" (0xx11) 4152-1212 ";" www.antilhas.com.br ";" antilhas@antilhas.com.br ";" Embalagens diversas (caixas, sacolas Pakalolo, chocolates, Tkts, Viva Viva, Ellus, Levis, entre outras.); sacos de papel; "
"VEICULOS AUTOMOTORES ";" ENGRECON ENGRENAGEM S/A. ";" Estrada dos Romeiros, 42501 ";" Centro ";" 06501-001 ";" Santana de Parnaiba ";" SP ";" Ger. Adm.: Márcia Gonçalves ";200;" (0xx11) 4154-9000 ";" (0xx11) 4154-9022 ";"  ";" engrecon@engrecon.com.br ";" Engrenagens cilindricas retas e helicoidais p/ automóveis, pick ups, caminhões, tratores e implementos agrícolas; cardans;coroas; cruzetas; eixos; semi-eixos; "
"INFORMATICA ";" DCI BRASIL INDUSTRIAL S/A ";" R. Rio de Janeiro, 360 ";" Chacara do Solar ";" 06230-020 ";" Santana de Parnaíba ";" SP ";" Cont. Coml.: Peracio Cardoso ";80;" (0xx11) 4156-9400/3045-2510 ";" (0xx11) 4156-9400 ";" www.dcibrasil.com.br ";" dcibrasil@dcibrasil.com.br ";" Cartuchos similares p/ impressoras jato de tintas; "
"METALURGICA ";" ARMSTRONG WORLD DO BRASIL LTDA. ";" Al. Guarujá, 1.153 ";" ";" 06485-130 ";" Santana de Parnaíba ";" SP ";" ";" ";" (0xx11) 4153-5506 ";" (0xx11) 4153-5506 ";" www.ceilings.com ";" sbrait@armstrong.com ";" Fornos acústicos em fibra mineral; "
"INFORMATICA ";" TECNET TELEINFORMÁTICA LTDA. ";" Caminho do Voturussu, 255 ";" Alphaville ";" 06540-003 ";" Santana do Parnaiba ";" SP ";" Dir. Coml.: Renato Fogagnoli ";100;" (0xx11) 4152-0000/0042/0041 ";" (0xx11) 4152-0042 ";" www.tecnet.ind.br ";" comercial@tecnet.ind.br ";" Voicefax; sistema de resposta Audivel/Retrans; "
"ELETRO ELETRONICA ";" MARCHESONI ELETROINDUSTRIA LTDA. ";" R. São Paulo, 243 ";" Fazendinha ";" 06530-075 ";" Santana do Parnaiba ";" SP ";" Dirª Coml.: Sueli Paes Marchesoni ";" ";" (0xx11) 4156-1082 ";" (0xx11) 4156-1084 ";" www.marchesoni.com.br ";" marchesoni@marchesoni.com.br ";" Estufa; cafeteira e fogão; "
"PLASTICOS ";" CARTONALE IND. E BENEF. DE MATERIAIS PLÁSTICOS LTDA. ";" R. Florianópolis, 160 ";" Centro ";" 06500-000 ";" Santana do Parnaiba ";" SP ";" Cont. Coml.: Juliana Kappaz ";" ";" (0xx11) 4705-1170 ";" (0xx11) 4705-1170 ";" www.cartonale.com.br ";"  ";" Plástico corrugado; chapas alveolares; polionda; divisórias; "
"EDITORA E GRAFICA ";" PRIMI TECNOLOGIA LTDA. ";" Estrada dos Romeiros, Km 38,5 ";" ";" 06500-000 ";" Santana do Parnaiba ";" SP ";" ";" ";" (0xx11) 4154-5202 ";" (0xx11) 4154-4753 ";"  ";" primiseguranca@primi.com.br ";" Formulários continuos; impressos de segurança; convites; diplomas; etiquetas; "
"INFORMATICA ";" MERINO MONTAGENS E COM. LTDA. ";" R. Gabriel Jorge Salomão, 506 ";" Pq. dos Eucalíptos ";" 06530-005 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: Marcos Merino Nunes ";" ";" (0xx11) 4156-4516/8799 ";" (0xx11) 4156-8798 ";" www.merino.com.br ";" merino@merino.com.br ";" Assistência técnica; recarga de toner ; "
"METALURGICA ";" ARIM COMPS. P/ FOGÃO LTDA. ";" Estr. do Val Novo, 555 ";" Cento e Vinte ";" 06500-970 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: Hermes Morete ";280;" (0xx11) 4156-3511/3512 ";" (0xx11) 4156-3511/3513 ";" www.arim.com.br ";" arim@uol.com.br ";" Componentes para fogão; "
"METALURGICA ";" INDS. CARAVELA LTDA. ";" R. Moacir da Silveira, 12 ";" . ";" 06500-000 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: Hiran Castelo Branco ";20;" (0xx11) 4151-2206 ";" (0xx11) 4151-1478 ";" www.torre-caravela.com.br ";" torre-caravela@attglobal.net ";" Equips. industrial de resfriamento de água; "
"METALURGICA ";" METALÚRGICA ARGUS LTDA. ";" Estr. do Surú, 1600 ";" Fernandes ";" 06500-000 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: Roberto da Silva Lepski ";100;" (0xx11) 4154-2772 ";" (0xx11) 4154-2320 ";"  ";"  ";" Metais sanitários; "
"METALURGICA ";" VIEL IND. METALÚRGICA LTDA. ";" Av. Ten. Marques, 5.350 ";" Fazendinha ";" 06500-000 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: Atilio Viel ";170;" (0xx11) 4156-3711 ";" (0xx11) 4156-8786/8755 ";" www.viel.com.br ";" viel@viel.com.br ";" Utilidades domésticas; "
"ELETRO ELETRONICA ";" ALCATEL CABOS BRASIL S/A. ";" Av. Ten. Marques, 5.555 ";" Várzea do Souza ";" 06500-000 ";" Santana do Parnaíba ";" SP ";" Ger. Coml.: Valter José ";350;" (0xx11) 4156-3111/3068-9993 ";" (0xx11) 4156-3633 ";" www.alcatel.com.br ";" alcatel@alcatel-cabos.com.br ";" Condutores elétricos; "
"ELETRO ELETRONICA ";" MEGAFLEX TECN. ELETRÔNICA LTDA. ";" R. João de Santana Leite, 100 ";" Campo da Vila ";" 06501-230 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: Call Smith ";120;" (0xx11) 4154-2000 ";" (0xx11) 4154-6550 ";" www.megaflex.ind.br ";" megaflex@megaflex.ind.br ";" Montagem de placas de circuitos impressos; "
"ALIMENTICIA ";" HARALD IND. E COM. DE ALIMENTOS LTDA. ";" R. Ana Procópio de Morais, 745 ";" Fazendinha ";" 06500-000 ";" Santana do Parnaíba ";" SP ";" Ger.: Rodrigo de Souza Raimundo ";200;" (0xx11) 4156-9000 ";" (0xx11) 4156-9040 ";" www.harald.com.br ";" harald@harald.com.br ";" Prods. alimentares diversos; "
"PLASTICOS ";" CELOCORTE EMBALAGENS LTDA. ";" R. Espírito Santo, 250 ";" Ch. do Solar ";" 06500-000 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: Fernando Freire ";200;" (0xx11) 4156-3011 ";" (0xx11) 4156-3766 ";" www.celocorteembalagens.com.br ";" celocorte@celocorteembalagens.com.br ";" Embalagens de plástico flexíveis; "
"PLASTICOS ";" IND. E COM. PREFERIDA LTDA. ";" R. Santa Rita, 100 ";" Ch. Clarice ";" 06500-000 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: Alberto Schmidt ";90;" (0xx11) 4151-1055 ";" (0xx11) 4151-1586 ";" www.preferidaembalagens.com.br ";" preferida@preferidaembalagens.com.br ";" Embalagens flexíveis; sacolas; sacos; bobinas; "
"PAPEL E CELULOSE ";" ARTEFS. DE PAPEL DADU LTDA. ";" R. Boa Vista, 155 ";" Jd. Santa Maria ";" 06500-000 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: George Henrique Correia Lima ";86;" (0xx11) 4156-3700 ";" (0xx11) 4156-3708 ";" www.dadu.com.br ";" dadu@dadu.com.br ";" Guardanapos. "
"PAPEL E CELULOSE ";" TECNOPAPEL ARTEFATOS DE PAPEL LTDA. ";" R. Maranhão, 470 ";" Chácara Solar ";" 06530-030 ";" Santana do Parnaíba ";" SP ";" Dir. Coml.: Sérgio Mikalkgnas ";50;" (0xx11) 4156-3773/3159 ";" (0xx11) 4156-6084 ";" www.tecnopapel.com.br ";" tecnopapel@tecnopapel.com.br ";" Papel para embalagens. "
"PAPEL E CELULOSE ";" IND. DE PAPÉIS STO. AMARO ";" Faz Pitinga s/nº - Rod. BA-026 - Km 16 ";" ";" 44200-000 ";" Santo Amaro ";" BA ";" Dir. Coml.: Nelson Fiuza ";70;" (0xx75) 241-2121 ";" (0xx75) 241-1135/1359 ";"  ";"  ";" Papéis kraft. "
"INFORMATICA ";" PROISA INFORMÁTICA LTDA. ";" R. Eduardo Monteiro, 36 ";" Jd. Bela Vista ";" 09041-300 ";" Santo André ";" SP ";" Cont. Compras: Élcio Kogati ";10;" (0xx11) 4990-2688 ";" (0xx11) 4990-2688 ";" www.proisa.com.br ";" proisa@proisa.com.br ";" Softwares; assistência técnicas; "
"INFORMATICA ";" PULSAR TECNOLOGIA E SERVS. LTDA. ";" R. Independencia, 499/501 ";" Bela Vista ";" 09041-310 ";" Santo André ";" SP ";" Dir. Sócio: Alberto Simões ";310;" (0xx11) 2191-6000 ";" (0xx11) 2191-6000 ";" www.pulsar.com.br ";" pulsar@pulsar.com.br ";" Tecnologia de informação; "
"INFORMATICA ";" TB ACESSÓRIOS DO BRASIL LTDA. ";" Av. Pereira Barreto, 2.323 ";" Paraíso ";" 09190-610 ";" Santo André ";" SP ";" Cont. Compras: Fernando Henrique Generoso ";70;" (0xx11) 4422-9900/4426-4986 ";" (0xx11) 4426-4986 ";" www.tbacessorios.com.br ";" tbacessorios@uol.com.br ";" Suprimentos p/ impressoras; equipamentos e insumos p/ recarga de cartuchos jato de tinta e laser; "
"MECANICA ";" AEROAR IND. E COM. DE EQUIPS. P/ VENTILAÇÃO LTDA. ";" Av. Industrial, 2074 ";" Campestre ";" 09080-501 ";" Santo André ";" SP ";" Cont. Vendas: Waldemy ";" ";" (0xx11) 4991-1700 ";" (0xx11) 4991-7030 ";" www.aeroarbrasil.com.br ";"  ";" Máqs. enchedoras lineares e rotativas; tampadoras; posicionadores de tampas e frascos; plataformas; estruturas metálicase usinagem; "
"MECANICA ";" ANASOLDAS IND. E COM. E SERVS. DE SOLDAS LTDA.-ME ";" R. Libano, 93 ";" Vl. Luzita ";" 09132-070 ";" Santo André ";" SP ";" Dir. Coml.: José Cláudio ";20;" (0xx11) 4972-4763 ";" (0xx11) 4972-4763 ";"  ";" anasolda@ig.com.br ";" Soldas especiais: tig, mig, mag, elétrica, aço inox, aço vc130, vc 131, und, tubulação, pinhão; "
"MECANICA ";" ANTÔNIO PRATS MASO & CIA. LTDA. ";" Av. Firestone, 231 ";" Vl. Cruzeiro ";" 09290-055 ";" Santo André ";" SP ";" Dir. Coml.: Ricardo Pugliesi ";210;" (0xx11) 4479-5055 ";" (0xx11) 4479-2366 ";" www.prats.com.br ";" comercial@prats.com.br ";" Fundição de alumínio; "
"MECANICA ";" BRADEMAQ IND. E COM. LTDA. ";" R. Siqueira Campos, 87 ";" ";" 09020-240 ";" Santo André ";" SP ";" Dir. Coml.: José Luiz Bramante ";" ";" (0xx11) 4427-4823 ";" (0xx11) 4427-3107 ";" www.brademaq.com.br ";" brademaq@brademaq.com.br ";" Máqs. de corte e solda p/ embalagens; máqs. de embalagens p/prods. higiênicos; sacos especiais; "
"MECANICA ";" BRASTAK IND. E COM. LTDA. ";" Av. Industrial, 855 ";" Campestre ";" 09080-510 ";" Santo André ";" SP ";" Dir. Coml.: Claudio Takemoto ";60;" (0xx11) 4993-8102/8111 ";" (0xx11) 4993-8118 ";" www.brastak.com.br ";" vendas@brastak.com.br ";" Revestimentos; eletrodos; varetas p/ soldas; solda prata; "
"MECANICA ";" CARDIFF IND. E COM. DE MÁQS. ENVASADORAS LTDA. ";" R. Jorge Beretta, 761 ";" ";" 09271-400 ";" Santo André ";" SP ";" ";" ";" (0xx11) 4475-8010 ";" (0xx11) 4476-4758 ";" www.cardiff.com.br ";"  ";" Envases p/ alimentos; máquinas envasadoras; tampadoras; "
"MECANICA ";" COVA EQUIPAMENTOS INDUSTRIAIS LTDA. ";" Estr. do Pedroso, 1.106 ";" V. Luzita ";" 09132-400 ";" Santo André ";" SP ";" Dir. Coml.: Claudinei Cova ";55;" (0xx11) 4451-5000 ";" (0xx11) 4453-5617 ";" www.cova.com.br ";" cova@cova.com.br ";" Usinagem e caldeiraria; "
"MECANICA ";" EINA BRASIL ";" R. Martim Af. de Souza, 192 ";" Vl. Pires ";" 09195-230 ";" Santo André ";" SP ";" Dir. Coml.: Girlene Souza ";3;" (0xx11) 4452-3631 ";" (0xx11) 4973-5013 ";" www.einabrasil.com.br ";" eina@einabrasil.com.br ";" Máq. robotizada p/ solda e corte a laser; "
"MECANICA ";" FÁBRICA DE MOLAS FALBO LTDA. ";" Av. Industrial, 2042 ";" Campestre ";" 09080-501 ";" Santo André ";" SP ";" Dirª Pres.: Osmar Araújo ";25;" (0xx11) 4991-1833/1379 ";" (0xx11) 4991-2340 ";" www.molasfalbo.com.br ";" comercial@molasfaubo.com.br ";" Molas; aramados; anéis; presilhas; "
"MECANICA ";" GRAN PAC LTDA. ";" R. Suiça, 798 ";" Pqe. das Nações ";" 09210-000 ";" Santo André ";" SP ";" Cont. Compras: Ernesto ";15;" (0xx11) 4472-3232 ";" (0xx11) 4427-9552 ";" www.granpac.com.br ";" granpac@granpac.com.br ";" Selos mecânicos; peças p/ selos mecânicos; recuperação de selos mecânicos; "
"MECANICA ";" IND. MECÂNICA CAVOUR LTDA. ";" R. Inglaterra, 53 ";" Pq. das Nações ";" 09210-060 ";" Santo André ";" SP ";" Dir. Coml.: Reinaldo Plaza ";50;" (0xx11) 4479-5900 ";" (0xx11) 4479-6449 ";" www.cavour.com.br ";" cavour@cavour.com.br ";" Ferramentas; máqs. laminadoras; "
"MECANICA ";" KRAUSE IND. MEC. COM. E IMP. LTDA. ";" Av. Industrial, 1940 ";" Campestre ";" 09080-501 ";" Santo André ";" SP ";" Dir. Coml.: Alex Relmut Krause ";15;" (0xx11) 4991-2455 ";" (0xx11) 4991-7230 ";" www.krause.com.br ";" contato@krause.com.br ";" Guilhotinas p/papéis; materiais p/encadernação; ferramentas; "
"MECANICA ";" LIDERTRON IND. E COM. LTDA. ";" R. Oratório, 254 ";" Bangu ";" 09820-550 ";" Santo André ";" SP ";" Dir. Coml.: Paulo Rogério ";10;" (0xx11) 4463-3105 ";" (0xx11) 4463-3192 ";" www.lidertron.com.br ";" lidertron@lidertron.com.br ";" Teste de estanqueidade e vazão; equips. de solda por ultra-som; "
